Source,Target,date
US,CA,2018.9.13 19:42
CA,US,2018.9.13 21:47
US,LU,2018.9.17 22:20
LU,US,2018.9.20 13:25
US,LU,2018.9.29 03:55
LU,US,2018.10.5 23:45
US,LU,2018.10.7 02:08
LU,US,2018.10.11 20:06
GB,NL,2017.12.20 18:09
NL,GB,2017.12.23 11:14
US,IT,2019.2.17 18:00
IT,US,2019.2.19 04:24
MD,RU,2017.10.15 08:02
MY,FR,2018.4.19 13:07
FR,MY,2018.4.21 13:03
ES,AD,2018.5.5 13:11
LA,TH,2018.12.2 08:19
US,MX,2018.11.16 13:49
JP,US,2018.10.31 11:52
US,JP,2018.11.8 23:25
MX,US,2018.9.21 03:47
US,MX,2018.9.22 17:35
US,JM,2018.11.21 15:13
JM,MX,2018.11.23 20:12
MX,US,2018.11.25 14:41
GB,BG,2018.3.7 15:04
BG,HU,2018.3.11 03:14
NG,AE,2018.11.12 19:39
AE,US,2018.11.13 15:51
MX,US,2018.11.20 22:49
US,MX,2018.11.22 20:24
GB,PT,2019.1.4 19:01
PT,GB,2019.1.11 00:32
AR,BR,2018.10.13 17:46
BR,AR,2018.10.14 21:30
AR,BR,2018.11.19 18:18
BR,AR,2018.11.19 21:54
NL,IT,2018.11.2 08:50
IT,NL,2018.11.4 15:40
US,CH,2018.12.13 09:27
VE,CL,2018.7.26 19:15
FR,IT,2017.2.19 07:10
IT,FR,2017.2.20 08:47
FR,MC,2017.3.3 05:24
MC,FR,2017.3.8 18:01
FR,MC,2017.3.8 19:10
GB,US,2016.6.25 11:34
US,GB,2016.6.30 16:40
GB,DE,2016.7.3 08:19
DE,GB,2016.7.4 14:45
GB,CL,2016.7.5 10:34
CL,GB,2016.7.5 10:34
US,CA,2016.6.2 02:25
CA,US,2016.6.5 20:58
US,FR,2017.8.2 02:15
FR,US,2017.8.2 17:33
PH,SG,2018.2.13 22:10
TH,JP,2017.2.2 13:05
JP,TH,2017.2.3 05:08
US,MX,2018.5.6 21:24
MX,US,2018.5.10 22:58
IT,US,2018.8.12 08:19
GB,US,2018.11.4 10:11
US,GB,2018.11.10 08:13
PH,US,2018.4.10 06:34
US,PH,2018.4.13 10:41
ES,FR,2018.6.25 11:46
FR,ES,2018.6.27 11:47
ES,FR,2018.6.28 15:14
FR,ES,2018.6.29 21:13
HN,US,2018.3.26 04:44
US,MX,2018.8.22 22:30
MX,US,2018.8.31 21:24
MX,CO,2017.11.26 16:53
CO,MX,2017.11.26 19:49
MX,US,2017.11.27 14:05
BR,US,2017.8.1 01:55
DE,BR,2013.8.14 13:40
BR,DE,2013.8.20 14:31
CL,UY,2017.8.8 12:12
UY,CL,2017.8.9 22:10
CA,MX,2018.5.16 00:39
MX,US,2017.1.6 19:15
US,MX,2017.1.8 21:41
SA,GB,2016.12.5 17:44
GB,AE,2016.12.9 15:10
SG,MY,2019.3.10 04:55
MY,SG,2019.3.15 17:07
JP,CN,2014.11.23 03:50
CN,JP,2014.11.30 08:48
JP,CN,2014.12.27 15:51
CN,JP,2014.12.31 06:24
JP,TW,2015.1.9 08:23
TW,JP,2015.1.12 09:24
JP,CN,2015.6.21 05:08
CN,JP,2015.6.27 07:41
JP,CN,2015.7.20 03:48
CN,JP,2015.7.25 11:52
JP,CN,2015.8.12 02:29
CN,JP,2015.8.23 03:32
JP,SG,2016.2.8 16:04
SG,JP,2016.2.10 16:03
JP,SG,2016.2.11 03:40
SG,JP,2016.2.12 20:41
JP,CN,2016.4.30 05:31
SG,KR,2016.12.19 15:58
ES,DK,2018.5.27 22:25
AE,FR,2017.6.9 07:46
GB,TR,2019.4.10 06:17
TR,AF,2019.4.10 06:29
KW,AE,2018.12.22 09:02
AE,KW,2018.12.27 15:10
KW,EG,2019.1.1 10:45
EG,KW,2019.1.7 23:47
CA,FR,2017.4.6 01:04
FR,CA,2017.4.15 00:38
KW,TR,2018.1.11 12:01
TR,KW,2018.1.23 00:04
AR,RU,2017.7.8 16:03
RU,CN,2017.7.20 10:19
CN,AE,2017.7.26 02:02
KW,TR,2017.1.26 15:44
HT,US,2014.8.24 13:55
ZA,GH,2019.7.4 10:21
GH,ZA,2019.7.9 15:26
GB,NL,2018.5.7 13:17
NL,GB,2018.5.11 03:28
GB,PT,2018.5.11 07:45
PT,GB,2018.5.15 16:53
MY,SG,2017.1.15 05:51
SG,MY,2017.1.16 04:08
ES,PL,2019.4.6 17:04
US,DE,2015.10.5 07:37
SE,ES,2017.7.3 06:55
ES,SE,2017.7.9 15:21
GB,US,2019.10.5 08:34
TW,RO,2017.3.31 14:28
RO,TW,2017.3.31 14:31
BR,SV,2017.4.18 19:54
SV,CA,2017.4.24 18:33
UY,BR,2018.5.28 20:27
AR,BR,2017.6.5 21:26
BR,AR,2017.6.8 21:01
BH,TR,2017.10.14 19:04
TR,SA,2017.10.15 21:08
SA,TR,2017.10.16 04:32
US,MX,2018.4.13 20:40
MX,US,2018.4.19 19:15
US,ES,2018.7.12 13:13
ES,US,2018.7.13 11:50
ES,VN,2015.8.11 13:51
SK,HU,2019.4.13 18:06
TR,PL,2018.1.25 09:28
PL,IT,2018.1.25 14:15
IT,PL,2018.1.30 15:51
TH,JP,2019.2.9 15:48
JP,TH,2019.2.21 13:25
TH,JP,2019.2.24 10:03
JP,TH,2019.3.7 13:12
AU,NZ,2018.9.14 01:02
BR,MX,2016.6.23 19:36
MX,BR,2016.6.24 22:58
CO,BR,2017.8.31 03:30
BR,CO,2017.9.3 23:43
JP,US,2018.12.9 14:15
US,JP,2018.12.15 05:52
DK,CY,2014.7.28 10:10
US,AU,2019.9.12 19:18
GB,ES,2019.7.4 15:43
IT,NL,2017.2.20 19:31
NL,BE,2017.2.20 20:27
BE,IT,2017.2.23 16:40
PH,MY,2019.3.14 01:41
MY,PH,2019.3.14 10:25
PH,CN,2019.3.20 08:19
CN,PH,2019.4.1 17:26
PH,MY,2019.4.28 05:42
MY,ID,2019.4.30 17:09
ID,PH,2019.5.1 10:57
PH,ID,2019.5.9 09:48
CZ,AT,2017.2.23 12:49
MX,US,2017.11.13 01:00
US,MX,2017.11.13 19:53
MX,US,2017.11.15 20:05
US,MX,2017.11.16 23:58
SG,MY,2018.12.17 14:01
US,AR,2017.7.25 13:41
GB,IT,2016.4.11 16:23
IT,GB,2016.4.16 15:09
CA,US,2018.6.17 00:17
IT,FR,2015.3.28 10:20
FR,IT,2015.3.28 10:39
IT,FR,2015.3.29 12:39
FR,IT,2015.3.29 15:40
AU,ID,2018.11.2 07:34
ID,AU,2018.11.11 08:13
HK,JP,2015.10.11 16:25
SA,AE,2018.12.28 17:30
BR,US,2018.1.15 03:27
US,BR,2018.2.1 13:00
MX,BR,2017.5.20 14:34
BR,MX,2017.5.22 22:03
MX,BR,2017.5.23 12:27
BR,MX,2017.5.24 20:19
MX,BR,2017.5.25 00:56
BR,MX,2017.5.25 20:57
MX,US,2017.6.11 16:56
US,MX,2017.6.21 19:31
MX,US,2017.6.26 22:04
US,CH,2017.7.11 09:44
CH,SG,2017.7.12 09:36
SG,ID,2017.7.17 06:44
ID,MX,2017.7.21 14:21
MX,US,2017.7.21 21:19
US,MX,2017.7.21 22:24
PH,US,2018.11.1 11:08
US,PH,2018.11.4 09:35
US,SX,2017.10.27 23:42
SX,US,2017.10.28 21:27
GB,SE,2017.10.31 15:49
SE,NL,2017.11.5 13:14
DE,AT,2016.8.19 09:10
AT,DE,2016.8.19 15:07
US,PE,2014.9.3 21:16
PE,US,2014.9.8 21:47
US,CH,2018.6.28 17:39
CH,FR,2018.6.30 15:45
NL,CW,2016.7.28 23:49
AU,MY,2018.11.12 03:59
MY,BN,2018.11.24 05:55
BN,MY,2018.11.26 01:59
BR,US,2017.5.11 18:35
US,MX,2018.10.23 20:50
US,CH,2018.1.15 16:19
CH,US,2018.1.16 16:31
US,IT,2018.1.16 17:52
GB,US,2017.3.20 18:51
US,GB,2017.3.23 18:40
GB,NO,2017.3.24 09:16
US,IT,2016.8.28 18:22
IT,US,2016.8.29 20:00
AR,PA,2019.2.20 12:22
PA,HN,2019.2.20 19:23
HN,PA,2019.2.22 20:01
PA,AR,2019.2.23 14:40
BH,TR,2016.12.22 13:15
TR,SA,2016.12.22 19:31
IT,NL,2018.11.2 07:13
AU,US,2018.12.28 03:35
AR,MX,2019.6.5 20:32
GB,MX,2017.2.21 05:34
MX,GB,2017.3.4 16:39
GB,MX,2017.3.6 06:27
MX,GB,2017.4.24 16:35
GB,MX,2017.4.25 09:44
MX,FR,2017.5.5 12:09
FR,GB,2017.5.14 16:10
GB,FR,2017.5.16 14:26
FR,GB,2017.5.21 09:03
GB,IT,2017.5.29 08:59
IT,GB,2017.6.6 08:55
GB,IT,2017.7.1 12:05
DE,US,2015.6.17 15:23
US,DE,2015.6.18 11:21
DE,US,2015.6.20 09:47
US,DE,2015.6.21 18:35
US,CA,2017.11.25 18:33
ID,TR,2019.2.17 02:02
TR,ID,2019.2.20 05:17
US,IT,2017.7.9 22:16
RU,HU,2019.5.29 14:08
ES,FR,2017.10.2 06:39
ES,FR,2017.9.2 10:20
BR,AR,2017.9.12 18:29
AR,BR,2017.9.12 20:31
BR,AR,2017.9.13 00:46
AR,BR,2017.9.13 17:36
BR,PY,2017.9.13 17:36
PY,BR,2017.9.13 22:51
US,CA,2018.6.22 21:17
CA,US,2018.6.23 22:09
GB,US,2019.6.27 19:31
US,GB,2019.7.2 21:00
US,NO,2018.7.20 15:50
BR,US,2018.4.7 19:12
US,ES,2018.4.8 19:48
ES,BR,2018.4.9 19:31
RU,EG,2015.5.1 17:10
US,IT,2017.5.15 06:00
IT,US,2017.5.17 01:34
RU,SM,2018.5.7 13:24
SM,IN,2018.5.7 13:52
CL,MX,2018.8.21 16:29
AR,BR,2019.1.8 06:54
JP,US,2014.4.28 20:26
US,JP,2014.5.9 05:08
CZ,NL,2018.9.19 16:40
AU,CA,2017.6.2 06:27
US,MX,2018.6.14 15:45
MX,US,2018.6.18 03:14
DE,GB,2019.3.18 17:52
US,JM,2018.12.9 00:40
JM,US,2018.12.13 22:54
US,JM,2018.12.23 00:26
JM,US,2018.12.23 02:46
US,FR,2016.7.27 10:58
GB,CH,2016.6.28 10:10
US,BR,2018.10.20 18:21
SE,IN,2018.6.18 12:53
US,DO,2018.10.19 20:16
DO,US,2018.10.19 20:41
CL,AR,2018.1.7 18:12
CA,MX,2018.11.12 02:22
MX,CA,2018.11.14 21:17
US,PH,2018.12.25 07:11
PH,US,2019.1.8 19:11
US,SY,2017.10.14 03:08
SY,IL,2017.10.14 03:31
IL,CO,2017.10.14 03:39
CO,SY,2017.10.15 15:19
SY,KH,2017.10.15 16:12
CL,US,2017.5.9 18:31
AR,CL,2019.1.17 02:10
CL,AR,2019.2.10 19:55
CA,US,2017.5.18 18:27
CA,US,2018.1.26 15:30
US,BZ,2018.1.26 21:32
BZ,US,2018.2.1 01:21
AR,UY,2017.4.12 16:35
CN,HK,2018.12.27 13:53
US,FR,2018.7.16 14:06
US,GB,2019.3.23 18:26
US,CU,2018.4.3 01:57
CU,US,2018.4.3 18:22
BR,MC,2019.2.16 17:43
MC,GB,2019.2.19 12:26
GB,MC,2019.2.19 21:15
PH,MM,2017.12.14 06:56
MM,PH,2017.12.23 22:20
MX,PA,2016.12.7 01:32
PA,MX,2016.12.9 02:00
MX,PA,2016.12.17 03:03
PA,MX,2016.12.18 21:39
MX,US,2017.1.12 19:48
US,MX,2017.1.23 12:01
MX,US,2017.1.23 18:50
US,MX,2017.1.26 04:01
US,JP,2016.8.19 15:42
US,OM,2015.10.5 18:56
OM,AE,2015.10.15 20:09
AE,OM,2015.10.17 16:33
OM,AE,2015.10.30 10:49
AE,OM,2015.10.31 15:50
OM,AE,2015.12.28 06:28
AE,US,2015.12.29 04:20
ID,MY,2016.4.30 09:33
MY,ID,2016.5.3 07:57
AU,SG,2019.3.1 21:18
SG,AU,2019.3.4 02:59
US,IT,2018.1.25 21:24
LV,UA,2018.10.18 08:37
UA,ES,2018.10.19 06:03
IE,GB,2018.9.25 13:05
US,CA,2019.2.22 01:25
CA,DE,2018.4.17 18:24
GB,IE,2018.12.8 12:23
US,ES,2018.5.20 18:16
JP,US,2013.3.8 03:03
US,CA,2014.3.26 16:58
CA,US,2014.3.27 18:03
US,CA,2014.3.27 18:29
IE,US,2018.2.27 04:48
GB,DE,2017.11.3 22:11
GB,BE,2013.2.26 12:57
BE,GB,2013.3.3 15:07
GB,DE,2013.5.2 06:13
DE,PL,2013.5.2 17:27
PL,GB,2013.5.5 21:32
GB,PL,2013.5.13 21:23
PL,GB,2013.5.14 03:43
GB,PT,2014.3.4 19:34
PT,GB,2014.3.7 11:12
GB,ES,2018.2.12 08:16
ES,GB,2018.2.21 15:39
SE,GB,2018.5.19 09:50
CA,US,2015.4.6 19:13
US,CA,2015.4.9 00:00
US,CA,2018.12.22 15:22
CA,US,2018.12.23 15:05
US,ES,2014.5.21 09:45
ES,GI,2014.5.26 18:14
GI,FR,2014.5.31 06:43
FR,US,2014.6.16 17:22
US,MX,2018.3.11 20:54
MX,US,2018.3.12 18:07
US,JP,2018.3.19 22:43
JP,US,2018.3.22 22:25
DE,US,2017.9.13 22:53
US,CA,2017.10.13 23:52
CA,US,2017.10.15 22:28
US,CA,2017.10.18 16:04
CA,US,2017.10.19 00:54
US,CA,2017.11.19 04:02
CA,US,2017.11.21 10:21
US,CA,2017.12.2 05:19
CA,US,2017.12.4 16:22
US,DE,2018.1.17 16:36
GB,US,2019.10.3 05:25
US,GB,2019.10.17 16:25
US,DE,2018.10.24 12:47
TR,IE,2015.3.6 10:12
ZA,NL,2019.4.2 18:32
NL,ZA,2019.4.3 08:55
GB,DK,2018.9.8 18:56
DK,DE,2018.9.15 16:14
AT,DE,2014.10.18 19:10
DE,AT,2014.10.25 09:35
FR,AE,2017.11.24 22:19
US,BS,2018.1.22 00:29
BS,US,2018.1.27 03:48
GB,HR,2019.1.25 16:07
TR,CY,2017.10.11 08:27
MX,ES,2019.4.26 18:59
CA,JP,2017.7.27 14:00
US,JP,2018.6.28 00:32
GB,ID,2018.6.18 17:09
ID,GB,2018.7.15 14:27
US,JP,2019.2.1 22:19
JP,US,2019.2.4 19:34
BR,UY,2017.3.13 22:12
US,CA,2017.3.24 14:38
CA,US,2017.3.27 21:49
JP,US,2019.1.6 15:12
BR,IE,2018.3.9 16:45
GB,FO,2017.11.11 08:56
FO,GB,2017.11.27 15:21
GB,FO,2017.11.28 08:53
FO,GB,2017.11.29 10:57
GB,FO,2017.12.15 11:04
FO,GB,2017.12.19 08:52
KW,US,2019.3.5 03:15
US,KW,2019.3.11 02:00
US,MX,2018.7.4 20:46
JP,CN,2018.2.14 03:56
CN,KR,2018.2.14 10:03
KR,JP,2018.2.19 01:32
BR,PT,2018.8.17 00:00
PT,BR,2018.8.17 17:41
BR,ES,2018.8.19 12:23
ES,BR,2018.8.19 21:18
BR,US,2018.8.20 18:15
US,BR,2018.8.25 13:26
BR,JP,2018.8.26 18:35
KW,US,2016.9.11 04:01
TR,CY,2018.11.17 10:47
DE,AT,2018.12.24 08:54
US,JM,2019.1.17 22:32
JM,US,2019.1.22 00:30
EC,US,2018.7.31 02:45
US,GB,2018.8.11 02:54
GB,US,2018.8.12 04:44
US,EC,2018.10.24 05:17
NL,BE,2017.9.22 15:24
AU,SG,2017.1.6 15:01
SG,DE,2017.1.7 07:32
DE,US,2017.1.9 15:44
US,CH,2017.1.27 04:30
CH,BG,2017.1.29 12:23
BG,CH,2017.2.6 06:36
CH,DE,2017.2.6 20:58
DE,CH,2017.2.13 10:09
CH,ES,2017.3.7 08:10
PH,US,2018.3.24 21:42
ES,DE,2016.12.2 16:11
DE,SE,2016.12.3 11:57
MX,CO,2015.9.14 03:40
US,IS,2018.8.24 23:22
IS,US,2018.8.29 03:34
GB,JM,2017.12.29 19:51
JM,GB,2017.12.30 20:23
GB,HU,2018.4.7 17:34
HU,GB,2018.4.14 10:37
AT,SI,2018.3.9 15:03
US,MX,2019.2.28 12:30
US,SV,2018.11.5 04:43
SV,US,2018.11.13 16:09
ZA,MW,2018.12.13 03:44
US,VE,2017.2.13 15:56
VE,AR,2017.2.14 13:29
AR,VE,2017.2.15 13:16
US,KY,2017.7.17 01:16
PT,ES,2017.9.8 08:11
TH,AU,2014.6.26 10:03
AU,TH,2014.6.28 17:34
SA,FR,2016.9.6 20:57
FR,US,2016.9.18 03:55
US,FR,2016.11.19 12:18
FR,US,2016.11.29 22:44
IL,AR,2017.6.9 11:58
AR,DE,2017.6.13 10:24
DE,IN,2016.1.30 12:32
IN,GB,2016.2.1 09:36
GB,SC,2016.2.10 05:59
SC,IN,2016.2.13 18:23
IN,SG,2016.2.20 10:53
SG,IN,2016.3.21 09:38
IN,GB,2016.4.4 16:17
GB,IN,2016.4.13 14:39
IN,GB,2016.5.20 15:13
ES,DE,2018.11.16 09:03
GB,FR,2017.6.1 07:05
FR,GB,2017.6.14 22:52
US,AE,2018.10.20 10:31
IE,GB,2018.10.28 16:20
GB,IE,2018.10.31 16:18
IE,US,2018.11.24 18:25
US,CA,2018.11.30 23:50
ES,MX,2016.3.17 21:54
MX,GI,2016.3.18 08:25
US,ES,2016.10.3 14:14
GB,NL,2017.9.22 04:51
AU,CA,2018.2.16 07:56
CA,AU,2018.2.16 13:33
US,MX,2019.3.11 16:59
MX,US,2019.3.17 22:03
NL,DE,2018.7.8 09:06
DE,AT,2018.7.24 11:42
AT,DE,2018.7.31 15:23
DE,NL,2018.8.5 14:26
NL,LU,2018.8.25 04:51
LU,NL,2018.8.25 16:30
NL,GB,2018.8.25 18:21
NL,CA,2018.8.31 15:44
CA,US,2018.9.1 02:30
MX,US,2018.12.28 17:00
PA,MX,2019.1.14 03:25
PH,SG,2018.11.20 15:56
SG,TH,2018.11.21 08:36
TH,SG,2018.11.26 03:22
AU,IN,2018.1.6 07:50
IN,MY,2018.1.8 17:08
MY,AU,2018.1.9 09:03
RU,MX,2019.2.19 13:44
MX,IN,2019.2.26 03:49
IN,MX,2019.2.26 14:46
CA,US,2017.5.27 03:01
RS,GB,2017.11.7 23:46
GB,RS,2017.11.14 23:02
SA,BH,2018.8.19 11:02
BH,OM,2018.8.19 17:46
OM,MY,2018.8.20 06:34
MY,BH,2018.9.3 12:53
GB,CZ,2015.5.21 17:53
GB,ES,2019.3.24 12:52
GB,HR,2018.9.7 20:55
HR,GB,2018.9.11 09:47
US,PT,2019.1.3 18:50
PT,US,2019.1.10 22:27
GB,ES,2017.6.21 09:34
ES,US,2018.9.21 11:32
US,ES,2018.9.27 06:29
FR,SE,2018.12.4 20:20
SE,FI,2018.12.7 17:57
FI,DE,2018.12.13 19:35
DE,FI,2018.12.16 19:20
FI,FR,2018.12.24 19:25
FR,FI,2018.12.26 19:08
FI,FR,2018.12.28 18:11
FR,DE,2019.1.6 18:04
DE,FI,2019.2.4 19:55
FI,FR,2019.2.8 18:53
FR,GB,2019.2.11 20:03
GB,FI,2019.2.13 19:06
BR,AR,2016.12.21 06:20
AR,US,2017.1.3 22:19
PY,US,2015.6.27 14:35
US,IT,2017.4.28 20:22
GB,ES,2017.10.3 09:29
ES,GB,2017.10.5 09:30
AU,NZ,2015.12.12 01:56
NZ,AU,2015.12.15 23:12
AR,PE,2019.3.13 02:29
PE,AR,2019.3.14 05:37
CA,US,2017.12.4 19:50
US,CA,2017.12.6 23:21
TH,SG,2017.12.15 18:06
SG,TH,2017.12.20 03:41
AE,KW,2016.11.23 20:50
KW,AE,2016.11.27 09:33
US,CA,2019.1.25 03:14
BR,BO,2018.2.27 20:22
BO,MX,2018.3.1 04:16
MX,BO,2018.3.1 05:26
BO,US,2018.3.8 07:45
US,BO,2018.3.8 07:55
BO,MX,2018.3.25 17:46
MX,BO,2018.3.25 17:49
BO,MX,2018.3.26 23:47
MX,BO,2018.3.27 00:49
BO,MX,2018.4.22 16:43
MX,BO,2018.4.23 01:06
BO,US,2018.4.30 20:10
US,BO,2018.4.30 20:12
BO,US,2018.6.6 20:00
US,BO,2018.6.7 00:14
BO,US,2018.6.8 23:48
US,BO,2018.6.11 18:50
BO,US,2018.6.15 01:31
US,BO,2018.6.17 18:59
BO,CH,2018.6.17 19:12
CH,BO,2018.6.18 21:30
BO,CL,2018.6.26 01:12
CL,BO,2018.6.29 01:12
BO,CL,2018.6.29 16:05
CL,BO,2018.7.10 18:25
BO,CL,2018.7.19 02:22
CL,BO,2018.7.19 22:07
BO,BR,2018.7.21 04:12
GB,DE,2018.6.8 11:51
GR,TR,2019.2.10 11:51
US,CA,2018.2.18 03:59
CA,US,2018.2.18 19:52
BR,AR,2018.11.3 14:30
US,IL,2015.11.27 10:23
US,TR,2017.8.13 14:45
TR,US,2017.8.26 17:30
ES,JP,2018.3.18 00:14
SG,MY,2018.2.10 05:40
MY,SG,2018.2.13 11:40
SE,FI,2017.3.4 17:45
FI,IN,2017.3.7 02:55
US,AE,2018.6.19 00:17
BE,FR,2013.12.21 18:31
FR,BE,2013.12.26 22:29
BE,LU,2014.1.1 15:01
LU,BE,2014.1.7 16:02
GB,ES,2019.6.5 20:38
US,CA,2018.10.10 01:10
KW,AE,2018.9.8 21:25
CH,US,2019.6.8 22:23
MX,US,2018.7.26 03:32
ES,CO,2018.3.16 14:25
CO,ES,2018.3.17 11:38
ES,PT,2018.3.31 16:53
PT,ES,2018.4.2 06:25
ES,MX,2016.11.30 19:40
MX,ES,2016.12.10 14:21
MX,AR,2018.10.17 21:09
AR,MX,2018.10.20 13:38
GB,GR,2017.9.5 22:13
GR,GB,2017.9.11 14:02
GB,ES,2017.5.5 13:12
ES,GB,2017.5.10 13:04
US,KR,2017.12.17 19:54
KR,US,2018.1.9 21:52
JP,US,2018.11.8 21:21
US,JP,2018.11.13 10:39
US,JP,2018.11.16 12:01
JP,US,2018.12.2 07:35
US,CA,2018.5.11 14:31
CO,MX,2019.1.10 01:51
MX,CO,2019.1.10 19:27
GB,DO,2016.8.27 12:40
TR,DE,2019.2.15 16:00
DE,NL,2019.2.16 17:27
NL,DE,2019.2.17 21:23
ES,FR,2018.9.14 12:37
TH,MY,2015.5.26 16:50
ZA,CY,2019.2.25 21:26
CY,AE,2019.3.7 22:40
GB,NO,2016.7.30 11:23
NO,US,2016.7.31 18:37
US,DK,2016.8.11 17:47
DK,GB,2016.8.18 14:21
GB,US,2016.9.2 14:02
US,DK,2016.9.7 12:07
DK,GB,2016.9.12 11:01
GB,IT,2016.9.13 13:17
IT,GB,2016.9.25 13:36
GB,US,2016.9.30 16:46
US,MX,2016.10.3 15:14
MX,US,2016.10.6 16:46
US,MX,2016.10.12 16:34
MX,ES,2016.10.14 16:26
ES,US,2016.10.15 15:13
US,GB,2016.10.17 17:10
GB,DE,2016.10.19 08:54
DE,TH,2016.10.27 15:48
TH,NL,2016.11.9 18:14
NL,GB,2016.11.14 18:01
GB,ES,2016.11.19 16:31
ES,DE,2016.11.26 18:51
DE,ES,2016.11.29 19:02
ES,DE,2016.12.1 19:01
US,EG,2018.9.25 18:54
EG,US,2018.9.25 19:10
US,FR,2018.9.27 00:48
FR,SK,2018.9.27 03:23
SK,KR,2018.9.27 04:26
KR,US,2018.9.27 20:06
US,AE,2018.10.15 23:43
AE,US,2018.10.15 23:45
US,VN,2018.10.19 20:36
VN,US,2018.10.20 07:42
US,IE,2017.8.5 06:31
IE,US,2017.8.13 03:46
US,IE,2017.8.13 03:47
GB,OM,2017.10.28 17:52
OM,GB,2017.11.7 08:59
TR,DE,2019.2.7 20:07
DE,TR,2019.2.10 15:59
US,DE,2016.10.12 14:54
NG,SA,2019.5.26 20:06
SA,NG,2019.6.5 18:44
US,FR,2019.2.20 18:03
NL,IT,2016.6.10 14:33
IT,NL,2016.6.11 07:53
KR,US,2019.2.3 06:04
US,CH,2018.4.21 13:05
CH,SI,2018.4.24 15:16
SI,US,2018.4.30 16:28
US,MX,2015.9.6 00:09
US,CA,2016.12.7 06:27
CA,US,2016.12.7 06:31
US,BR,2016.12.14 14:22
BR,US,2016.12.15 18:35
CL,ES,2016.2.21 08:34
ES,CL,2016.2.24 16:11
CL,ES,2016.2.24 16:13
ES,CL,2016.3.12 03:07
GB,US,2016.7.21 01:12
US,GB,2016.8.1 17:20
IE,GB,2018.6.14 20:12
GB,IE,2018.6.16 08:50
BR,AR,2016.10.14 00:59
ZA,GB,2016.1.19 09:18
MY,SG,2019.8.28 23:52
SG,MY,2019.8.31 04:15
MY,SG,2019.9.1 03:22
SG,MY,2019.9.2 04:45
US,FR,2017.2.10 02:30
FR,US,2017.2.11 02:17
US,GB,2017.2.22 00:47
GB,US,2017.2.22 13:49
US,SK,2017.2.23 00:50
SK,US,2017.2.23 15:09
US,GB,2017.2.25 02:29
GB,US,2017.2.25 16:01
US,ZA,2017.3.2 04:21
ZA,US,2017.3.2 13:37
US,JP,2017.3.13 12:30
JP,US,2017.3.14 01:33
US,ZA,2017.3.26 20:30
ZA,US,2017.3.27 00:22
US,GB,2017.3.30 00:07
GB,US,2017.3.30 01:43
US,GB,2017.3.30 12:33
GB,US,2017.3.30 19:32
US,AU,2017.4.25 02:00
AU,US,2017.4.25 02:41
US,NL,2017.5.3 01:33
NL,US,2017.5.3 01:35
US,EG,2017.5.7 20:29
EG,US,2017.5.8 23:28
US,GB,2017.5.10 23:02
GB,US,2017.5.10 23:11
US,JP,2017.6.25 18:00
JP,US,2017.6.25 21:13
US,FR,2017.6.28 00:35
FR,US,2017.6.28 23:28
US,GB,2017.7.9 02:44
GB,US,2017.7.9 17:26
US,FR,2017.7.31 23:19
FR,US,2017.8.1 03:33
US,AU,2017.8.19 02:07
AU,US,2017.8.19 16:38
US,BR,2017.8.25 02:15
BR,GB,2017.8.26 02:36
GB,US,2017.8.26 23:36
US,JP,2017.9.7 00:17
JP,US,2017.9.7 02:28
US,JP,2017.9.9 16:16
JP,US,2017.9.12 00:45
US,JP,2017.9.13 23:35
JP,US,2017.9.15 01:20
US,FR,2017.9.21 00:11
FR,US,2017.9.22 01:43
US,JP,2017.9.23 02:28
JP,US,2017.9.23 16:49
US,JP,2017.9.26 01:29
JP,US,2017.9.28 00:21
US,JP,2017.10.4 00:33
JP,US,2017.10.6 01:39
US,JP,2017.10.7 00:13
JP,US,2017.10.7 16:01
US,JP,2017.10.10 00:46
JP,US,2017.10.11 01:01
US,JP,2017.10.12 23:55
JP,US,2017.10.13 12:22
US,JP,2017.10.14 06:56
JP,US,2017.10.14 16:08
US,JP,2017.10.17 00:59
JP,US,2017.10.21 06:04
US,GB,2017.11.7 01:35
GB,FR,2017.11.8 01:20
FR,AU,2017.11.10 01:25
AU,US,2017.11.11 01:06
US,GB,2017.11.22 20:31
GB,US,2017.11.25 00:47
US,DE,2017.12.12 00:50
DE,US,2017.12.12 23:32
US,GB,2017.12.14 00:22
GB,US,2017.12.14 23:53
US,GR,2017.12.23 16:15
GR,US,2017.12.24 18:53
US,FR,2017.12.27 13:24
FR,US,2017.12.27 23:52
US,ZA,2018.1.20 00:23
ZA,US,2018.1.20 23:51
US,ZA,2018.1.27 14:59
ZA,US,2018.1.28 21:04
US,SE,2018.2.6 22:49
SE,JP,2018.2.7 21:38
JP,US,2018.2.8 21:18
US,ZA,2018.2.10 15:57
ZA,JP,2018.2.11 17:31
JP,US,2018.2.12 13:23
US,GB,2018.2.14 21:49
GB,US,2018.2.15 23:53
US,EG,2018.3.5 19:50
EG,US,2018.3.6 16:00
US,BR,2017.7.24 01:43
BR,US,2017.7.25 20:59
NL,ES,2018.9.28 23:47
ES,NL,2018.10.4 08:37
BE,GB,2018.6.9 09:32
GB,FR,2018.6.11 13:28
FR,GB,2018.6.15 07:32
GB,FR,2018.6.15 12:41
FR,GB,2018.6.16 10:48
GB,FR,2018.6.19 11:54
US,MX,2017.10.8 18:20
